air_pressure_9am,air_temp_9am,avg_wind_direction_9am,avg_wind_speed_9am,max_wind_direction_9am,max_wind_speed_9am,rain_accumulation_9am,rain_duration_9am
918.3000000000026,64.00400000000464,71.7,6.621342399999942,82.4999999999999,8.030614600000042,0.0,0.0
920.740000000004,59.0900000000021,180.00000000000009,8.992498799999632,193.99999999999991,10.759681400000005,0.08000000000015461,520.0
917.2900000000025,78.20600000000472,51.5,7.180577399999873,67.9999999999999,9.193823399999939,0.0,0.0
915.1048528401643,80.66103182500287,214.4076574281194,1.5353641900803257,116.843001371833,2.411887540483869,0.0,0.0
916.5000000000008,71.04199999999976,102.3,2.415895199999992,49.1,3.221193599999965,0.0,0.0
916.1300000000087,50.10799999999837,211.40000000000003,2.5501115999997452,231.79999999999995,3.5343651999999226,0.0,0.0
919.7000000000122,73.81400000000222,227.00000000000009,1.4092721999993625,255.39999999999992,1.901398999999751,0.0,0.0
920.0755910563237,69.34875006857136,45.66998108657989,21.108389797722012,63.638273440836045,26.659596259928637,0.001194496981721598,34.15009456710083
917.3900000000112,49.78399999999978,204.10000000000005,1.275055799999547,211.79999999999995,2.01324599999997,0.0,0.0
921.1862234593614,71.20382277880074,214.2489383741876,1.6907933965537203,173.38887840799308,2.6736814670801152,0.0,0.0
914.154388930716,81.51024958998009,125.45329363044172,2.651553969151767,141.8370439329851,3.416936675945814,0.0,0.0
918.3600000000032,56.71400000000521,49.8,1.4092721999999531,85.7999999999999,2.0132460000000525,0.0,0.0
913.3400000000076,57.21799999999868,215.00000000000009,3.7133203999998416,224.39999999999992,4.473879999999833,0.0,0.0
921.4000000000076,75.23599999999858,60.90000000000005,4.026491999999772,75.9999999999999,4.921267999999934,0.0,0.0
922.8213103512128,67.8133014399465,55.75765831621069,9.555245000425838,68.85727850426586,11.558891977332769,0.0,0.0
918.8465981832325,74.93801250352199,185.39586124666081,3.0633356371228078,189.24424594051632,3.8319111885514183,0.0,0.0
916.5427325536983,76.53272584204488,174.00832803698876,3.729839122813244,184.9302538028252,4.719943399999901,0.0,0.0
917.9300000000077,48.05599999999846,258.20000000000005,2.684327999999771,287.5999999999999,3.8922755999999286,0.0,40.0
918.3000000000044,64.88600000000501,140.6,3.758059199999784,90.59999999999992,4.809421000000043,0.0,0.0
917.2100000000073,82.7419999999998,171.60000000000005,2.7738055999998523,204.29999999999995,3.6238427999998586,0.0,0.0
912.390000000002,41.5220000000036,35.3,3.8475367999999732,50.49999999999991,4.563357599999993,6.025000000000659,14342.0
923.5521786387835,71.09229020501127,197.67472301702043,3.942863915729339,210.82242375347755,5.165807061637052,0.0,0.0
924.7200000000024,63.51800000000335,29.7,1.3645333999999079,47.699999999999896,1.811921400000064,0.0,0.0
924.7228749648848,61.12808283319668,40.673435784152495,8.57656546580099,65.4298273616485,11.448650436573802,0.0,0.0
915.9000000000062,69.13400000000478,115.2,1.9908765999998064,110.29999999999987,2.773805599999985,0.0,20.0
921.7634016674623,66.02246656547246,73.17650186084548,2.851264734425913,93.4334137264168,3.7974606817330954,0.0,0.0
921.5000000000066,62.99600000000062,74.60000000000005,5.2791783999996555,90.29999999999993,6.420017800000093,0.0,0.0
917.9000000000067,65.66000000000018,183.70000000000005,6.0621073999998405,188.49999999999991,6.509495399999884,0.020999999999958163,319.0
919.5613326906404,69.16552064972275,137.1448756388068,1.3828941853982957,123.01903065653768,2.0316067853984983,0.0,0.0
917.6500000000074,82.43600000000423,108.0,2.2145705999997607,62.799999999999855,2.8409137999999903,0.0,0.0
917.120000000004,45.89600000000479,179.2,3.400148799999991,194.99999999999991,3.9817532000000204,0.0,0.0
915.7100000000058,86.34200000000483,234.3,1.7448131999998024,125.49999999999987,2.5053728000001008,0.0,0.0
918.3700000000073,72.93199999999865,184.50000000000009,2.013245999999804,186.69999999999996,2.7738055999998625,0.0,0.0
920.1000000000096,53.49199999999852,186.10000000000005,13.444009399999715,193.79999999999995,15.367777800000002,0.0,0.0
927.6100000000024,54.89600000000348,55.0,4.988376199999923,53.399999999999906,7.202946800000063,0.0,0.0
919.2351525680065,65.95111244177072,194.3433328628,2.9420186862710342,216.56979240187505,3.6588103748863303,0.0,0.0
919.888128170697,68.68782210389693,228.51772986459432,3.960857680026712,247.95402813292648,5.185547159494241,0.0,0.0
920.3500000000046,47.5700000000002,192.10000000000005,6.2634319999996935,205.69999999999996,7.605596000000002,0.0,0.0
921.1687386359058,63.984105326060295,75.02590746812926,4.718126611742794,91.24646104028706,5.964824839716207,0.0,0.0
916.030000000003,62.510000000004645,186.5,6.218693199999869,191.79999999999995,6.822666999999959,0.0,0.0
918.7194145471086,61.58215525160775,257.1762621225427,1.8039444474002413,259.3942996341176,2.3526760624288343,0.0,0.0
918.5500000000096,52.75399999999671,175.30000000000004,3.0198689999996717,202.49999999999991,4.4291412000000046,0.0,0.0
